"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"Count"
"1"	"14Sep--FLJ45340"	0	0	7	0	7
"2"	"14Sep--RPL23AP53"	0	0	1	0	1
"3"	"1Sep--ZSWIM1"	0	0	7	0	7
"4"	"3Mar--SKP1"	0	0	1	0	1
"5"	"7Sep--SEPT7P2"	0	0	1	0	1
"6"	"8Mar--AC004129.7"	0	0	2	0	2
"7"	"9Sep--C3"	0	0	1	0	1
"8"	"A1BG--A1BG"	1	0	0	0	1
"9"	"A1CF--A1CF"	1	0	0	0	1
"10"	"A1CF--ANKDD1A"	1	0	0	0	1
"11"	"A2LD1--DCLK1"	1	1	0	0	2
"12"	"A2LD1--INCA1"	0	1	0	0	1
"13"	"A2LD1--KIAA0226L"	1	0	0	0	1
"14"	"A2LD1--PCCA"	1	0	0	0	1
"15"	"A2M--A1BG"	0	0	1	0	1
"16"	"A2M--A2M"	2	0	0	0	2
"17"	"A2M--ABP1"	0	0	1	0	1
"18"	"A2M--ABR"	0	0	1	0	1
"19"	"A2M--AFMID"	1	0	0	0	1
"20"	"A2M--ALDH5A1"	0	0	1	0	1
"21"	"A2M--ANKRD6"	0	0	1	0	1
"22"	"A2M--ARFGEF2"	1	1	0	0	2
"23"	"A2M--ATXN3"	0	0	1	0	1
"24"	"A2M--BAHD1"	0	0	2	0	2
"25"	"A2M--BRD7"	0	0	1	0	1
"26"	"A2M--C13orf40"	0	0	1	0	1
"27"	"A2M--C1QTNF6"	0	0	1	0	1
"28"	"A2M--C2orf16"	0	0	1	0	1
"29"	"A2M--C2orf39"	0	0	1	0	1
"30"	"A2M--C3orf54"	0	0	1	0	1
"31"	"A2M--C8orf34"	0	0	1	0	1
"32"	"A2M--C9orf114"	0	0	1	0	1
"33"	"A2M--CCT5"	0	1	0	0	1
"34"	"A2M--CHL1"	0	0	1	0	1
"35"	"A2M--CNP"	0	0	1	0	1
"36"	"A2M--CPAMD8"	0	0	4	0	4
"37"	"A2M--CSRNP3"	0	0	1	0	1
"38"	"A2M--CYB561"	0	0	1	0	1
"39"	"A2M--DCLK1"	0	0	1	0	1
"40"	"A2M--DGAT1"	0	0	1	0	1
"41"	"A2M--DNAJA4"	0	0	1	0	1
"42"	"A2M--DNAJB7"	0	0	1	0	1
"43"	"A2M--EMILIN2"	0	0	1	0	1
"44"	"A2M--ENTPD4"	0	0	1	0	1
"45"	"A2M--EPN2"	1	0	0	0	1
"46"	"A2M--EXD1"	0	0	1	0	1
"47"	"A2M--FAR1"	1	1	0	0	2
"48"	"A2M--GEM"	0	0	1	0	1
"49"	"A2M--HDX"	0	0	1	0	1
"50"	"A2M--HNRNPD"	0	0	1	0	1
"51"	"A2M--INVS"	0	0	1	0	1
"52"	"A2M--ITCH"	0	0	1	0	1
"53"	"A2M--KALRN"	0	0	1	0	1
"54"	"A2M--KIAA1210"	0	0	1	0	1
"55"	"A2M--KIAA1430"	0	0	1	0	1
"56"	"A2M--KIF5C"	0	0	2	0	2
"57"	"A2M--KIFC3"	0	0	1	0	1
"58"	"A2M--KLHDC8B"	0	0	1	0	1
"59"	"A2M--LARGE"	0	0	2	0	2
"60"	"A2M--LOC285548"	0	0	1	0	1
"61"	"A2M--LPIN2"	0	0	1	0	1
"62"	"A2M--MAPT"	0	0	1	0	1
"63"	"A2M--MED23"	0	0	1	0	1
"64"	"A2M--MIAT"	0	0	1	0	1
"65"	"A2M--MST4"	0	0	1	0	1
"66"	"A2M--NAA11"	0	0	1	0	1
"67"	"A2M--NEB"	0	0	1	0	1
"68"	"A2M--NME4"	0	0	1	0	1
"69"	"A2M--NSUN2"	0	0	1	0	1
"70"	"A2M--PABPN1"	0	0	1	0	1
"71"	"A2M--PIP5K1P1"	0	0	1	0	1
"72"	"A2M--PLEKHA5"	0	0	1	0	1
"73"	"A2M--PNMA2"	0	0	1	0	1
"74"	"A2M--PRC1"	0	0	1	0	1
"75"	"A2M--PZP"	0	0	21	0	21
"76"	"A2M--RASGEF1C"	0	0	1	0	1
"77"	"A2M--REG3G"	0	0	1	0	1
"78"	"A2M--RNF216"	0	0	2	0	2
"79"	"A2M--RPS12"	0	0	1	0	1
"80"	"A2M--SCML4"	0	0	1	0	1
"81"	"A2M--SFSWAP"	0	0	1	0	1
"82"	"A2M--SLC23A1"	0	0	3	0	3
"83"	"A2M--SLC4A5"	0	0	1	0	1
"84"	"A2M--SLC6A6"	0	0	1	0	1
"85"	"A2M--SRPK1"	0	0	2	0	2
"86"	"A2M--TADA2A"	0	0	1	0	1
"87"	"A2M--TFAMP1"	0	0	1	0	1
"88"	"A2M--TG"	0	0	1	0	1
"89"	"A2M--TGM2"	0	0	1	0	1
"90"	"A2M--TK2"	0	0	1	0	1
"91"	"A2M--TRAK2"	0	0	1	0	1
"92"	"A2M--TXNDC17"	0	0	1	0	1
"93"	"A2M--UBD"	0	0	1	0	1
"94"	"A2M--UTP23"	0	0	2	0	2
"95"	"A2M--VPS28"	0	0	1	0	1
"96"	"A2M--WIPF2"	0	0	1	0	1
"97"	"A2M--ZNF75D"	0	0	1	0	1
"98"	"A2M--ZNF814"	0	0	4	0	4
"99"	"A2ML1--A2M"	0	0	1	0	1
"100"	"A2ML1--RBM39"	1	0	0	0	1
"101"	"A2ML1--SNX29"	1	0	0	0	1
"102"	"A4GALT--CYB5R3"	39	0	0	0	39
"103"	"AAAS--C15orf39"	1	0	0	0	1
"104"	"AAAS--FKBP6"	1	0	0	0	1
"105"	"AAAS--KDM2A"	1	0	0	0	1
"106"	"AAAS--MAOB"	1	0	0	0	1
"107"	"AAAS--TEX15"	0	0	1	0	1
"108"	"AAAS--ZNF414"	1	0	0	0	1
"109"	"AACS--FBN1"	1	0	0	0	1
"110"	"AACS--MAL"	1	1	0	0	2
"111"	"AADACL4--GPC3"	0	0	1	0	1
"112"	"AAGAB--AAGAB"	2	0	0	0	2
"113"	"AAGAB--SMAD3"	0	2	0	0	2
"114"	"AAK1--ANXA4"	1	0	0	0	1
"115"	"AAK1--C2orf42"	1	1	0	0	2
"116"	"AAK1--FNTA"	1	0	0	0	1
"117"	"AAK1--KCMF1"	1	1	0	0	2
"118"	"AAK1--LHX2"	0	1	0	0	1
"119"	"AAK1--NOP58"	1	0	0	0	1
"120"	"AAK1--PDZRN4"	1	0	0	0	1
"121"	"AAK1--RPIA"	0	1	0	0	1
"122"	"AAK1--UBE2E2"	1	0	0	0	1
"123"	"AAK1--USP19"	1	0	0	0	1
"124"	"AAK1--WFDC13"	0	1	0	0	1
"125"	"AAMDC--TENM4"	1	0	0	0	1
"126"	"AAMP--4.Mar"	1	0	0	0	1
"127"	"AAMP--Mar-04"	0	1	0	0	1
"128"	"AARS--AARS"	1	0	0	0	1
"129"	"AARS--ABR"	1	0	0	0	1
"130"	"AARS--COG4"	2	1	0	0	3
"131"	"AARS--GPX3"	1	0	0	0	1
"132"	"AARS--HYDIN"	1	0	0	0	1
"133"	"AARS--ITPR3"	1	0	0	0	1
"134"	"AARS--LHFP"	1	0	0	0	1
"135"	"AARS--PPP1R13B"	0	1	0	0	1
"136"	"AARS--ST3GAL2"	1	1	0	0	2
"137"	"AARS2--SPATS1"	1	1	0	0	2
"138"	"AARSD1--CCR7"	1	1	0	0	2
"139"	"AARSD1--CHRNB1"	0	1	0	0	1
"140"	"AARSD1--DIABLO"	1	0	0	0	1
"141"	"AARSD1--FBXL20"	1	1	0	0	2
"142"	"AARSD1--RGS9"	1	1	0	0	2
"143"	"AASDH--AASDH"	1	0	0	0	1
"144"	"AASDH--CC2D2A"	0	1	0	0	1
"145"	"AASDH--IRF3"	1	0	0	0	1
"146"	"AASDH--KIAA1211"	1	0	0	0	1
"147"	"AASDH--LRRC66"	1	1	0	0	2
"148"	"AASDHPPT--ABTB2"	0	1	0	0	1
"149"	"AASS--CADPS2"	0	1	0	0	1
"150"	"AASS--DNM3"	1	1	0	0	2
"151"	"AATF--AATF"	1	0	0	0	1
"152"	"AATF--AP2B1"	0	1	0	0	1
"153"	"AATF--BCLAF1"	1	0	0	0	1
"154"	"AATF--FTL"	0	1	0	0	1
"155"	"AATF--GABRR2"	1	0	0	0	1
"156"	"AATF--GOSR2"	0	1	0	0	1
"157"	"AATF--LIG3"	0	1	0	0	1
"158"	"AATF--MPO"	1	0	0	0	1
"159"	"AATF--SNAP25-AS1"	1	0	0	0	1
"160"	"AB231710--LOC100652768"	0	0	1	0	1
"161"	"ABAT--C16orf62"	2	1	0	0	3
"162"	"ABAT--KIAA0430"	1	1	0	0	2
"163"	"ABAT--PSMD12"	1	0	0	0	1
"164"	"ABAT--UNC119"	0	0	1	0	1
"165"	"ABCA1--EIF4E"	1	0	0	0	1
"166"	"ABCA1--HDHD3"	1	1	0	0	2
"167"	"ABCA1--HNRNPK"	2	0	0	0	2
"168"	"ABCA1--KCNMA1"	1	0	0	0	1
"169"	"ABCA1--LAS1L"	1	0	0	0	1
"170"	"ABCA1--NDUFB2"	1	0	0	0	1
"171"	"ABCA1--PTGR1"	0	1	0	0	1
"172"	"ABCA1--ZBTB26"	1	1	0	0	2
"173"	"ABCA1--ZBTB6"	1	1	0	0	2
"174"	"ABCA1--ZNF483"	0	1	0	0	1
"175"	"ABCA11P--CRLS1"	1	0	0	0	1
"176"	"ABCA11P--UBXN4"	1	0	0	0	1
"177"	"ABCA12--SGPP2"	0	1	0	0	1
"178"	"ABCA12--SLPI"	0	0	1	0	1
"179"	"ABCA13--ABCA13"	1	0	0	0	1
"180"	"ABCA13--BLVRA"	1	0	0	0	1
"181"	"ABCA13--TTLL11"	0	0	1	0	1
"182"	"ABCA13--VEPH1"	1	0	0	0	1
"183"	"ABCA17P--GSTCD"	0	0	1	0	1
"184"	"ABCA2--ATP2B2"	1	0	0	0	1
"185"	"ABCA2--CHMP1A"	2	0	0	0	2
"186"	"ABCA2--HIRA"	1	0	0	0	1
"187"	"ABCA2--SYAP1"	1	0	0	0	1
"188"	"ABCA2--TRIM14"	2	1	0	0	3
"189"	"ABCA3--ABCA3"	2	0	0	0	2
"190"	"ABCA3--XRCC6BP1"	0	1	0	0	1
"191"	"ABCA4--MMACHC"	1	0	0	0	1
"192"	"ABCA5--APOL3"	1	0	0	0	1
"193"	"ABCA5--BCAS3"	1	1	0	0	2
"194"	"ABCA5--C17orf67"	0	1	0	0	1
"195"	"ABCA5--CENPP"	1	0	0	0	1
"196"	"ABCA5--MBTD1"	1	1	0	0	2
"197"	"ABCA5--WDR55"	1	0	0	0	1
"198"	"ABCA6--CEP63"	0	0	1	0	1
"199"	"ABCA6--LMNA"	1	0	0	0	1
"200"	"ABCA7--ABCA7"	1	0	0	0	1
"201"	"ABCA7--COL5A3"	0	1	0	0	1
"202"	"ABCA7--ZNF317"	1	0	0	0	1
"203"	"ABCA8--HMGCS1"	1	0	0	0	1
"204"	"ABCA9--TANC2"	0	1	0	0	1
"205"	"ABCB4--ABCB1"	1	0	0	0	1
"206"	"ABCB4--TMEM169"	0	1	0	0	1
"207"	"ABCB6--ABCB6"	1	0	0	0	1
"208"	"ABCB8--ABCB8"	1	0	0	0	1
"209"	"ABCB8--NOS3"	3	2	0	0	5
"210"	"ABCB9--EIF2B1"	0	1	0	0	1
"211"	"ABCB9--MPHOSPH9"	1	1	0	0	2
"212"	"ABCC1--ABCC1"	1	0	0	0	1
"213"	"ABCC1--FAM105A"	1	0	0	0	1
"214"	"ABCC1--LSP1"	1	0	0	0	1
"215"	"ABCC1--NDE1"	0	1	0	0	1
"216"	"ABCC1--PRKCB"	1	1	0	0	2
"217"	"ABCC10--CUL9"	1	0	0	0	1
"218"	"ABCC10--MAN2A2"	1	0	0	0	1
"219"	"ABCC10--PGBD5"	1	0	0	0	1
"220"	"ABCC10--PPP2R5D"	1	1	0	0	2
"221"	"ABCC11--CCNL1"	0	0	1	0	1
"222"	"ABCC2--CTNNA3"	0	1	0	0	1
"223"	"ABCC2--NCRUPAR"	0	0	1	0	1
"224"	"ABCC2--RPP14"	0	0	1	0	1
"225"	"ABCC3--ABCC3"	2	0	0	0	2
"226"	"ABCC3--AC217773.1"	1	0	0	0	1
"227"	"ABCC3--ACSF2"	0	1	0	0	1
"228"	"ABCC3--BCAN"	1	1	0	0	2
"229"	"ABCC3--DLGAP2"	1	0	0	0	1
"230"	"ABCC3--GPX4"	0	0	4	0	4
"231"	"ABCC3--XYLT2"	0	1	0	0	1
"232"	"ABCC4--ABCB4"	1	1	0	0	2
"233"	"ABCC4--ABCC4"	1	0	0	0	1
"234"	"ABCC4--CCDC169"	1	0	0	0	1
"235"	"ABCC4--COL4A2"	1	1	0	0	2
"236"	"ABCC4--PTPN4"	0	1	0	0	1
"237"	"ABCC4--SCEL"	1	0	0	0	1
"238"	"ABCC4--UGGT2"	0	2	0	0	2
"239"	"ABCC5--ATN1"	1	0	0	0	1
"240"	"ABCC5--SPRR4"	0	1	0	0	1
"241"	"ABCC5--TGFBI"	1	0	0	0	1
"242"	"ABCC5--TSPAN14"	1	0	0	0	1
"243"	"ABCC6--C16orf70"	1	1	0	0	2
"244"	"ABCC6--SEMA4G"	1	0	0	0	1
"245"	"ABCC6P2--ABCC6"	0	0	5	0	5
"246"	"ABCC8--ABCC8"	1	0	0	0	1
"247"	"ABCC8--CAPRIN1"	1	0	0	0	1
"248"	"ABCC9--PPAN-P2RY11"	1	0	0	0	1
"249"	"ABCD3--AK5"	1	1	0	0	2
"250"	"ABCD3--ARHGAP29"	1	1	0	0	2
"251"	"ABCD3--DPYD"	0	1	0	0	1
"252"	"ABCD3--EXOC4"	1	0	0	0	1
"253"	"ABCD3--GNB2L1"	1	0	0	0	1
"254"	"ABCD4--ACTN4"	1	0	0	0	1
"255"	"ABCD4--PRKCE"	1	0	0	0	1
"256"	"ABCE1--DDX39B"	1	0	0	0	1
"257"	"ABCE1--LOC100505666"	1	0	0	0	1
"258"	"ABCE1--ZNF827"	1	0	0	0	1
"259"	"ABCF1--ABCF1"	1	0	0	0	1
"260"	"ABCF1--LOC283624"	1	0	0	0	1
"261"	"ABCF1--MGAT4A"	1	0	0	0	1
"262"	"ABCF1--PRR3"	0	1	0	0	1
"263"	"ABCF1--SHC2"	0	1	0	0	1
"264"	"ABCF2--WDR86"	0	1	0	0	1
"265"	"ABCF3--PLEKHB2"	0	1	0	0	1
"266"	"ABCG1--BACE2"	0	1	0	0	1
"267"	"ABCG1--BTG3"	0	1	0	0	1
"268"	"ABCG1--CCDC134"	0	1	0	0	1
"269"	"ABCG1--MEI1"	0	1	0	0	1
"270"	"ABHD12--ENTPD6"	1	1	0	0	2
"271"	"ABHD12--GINS1"	0	1	0	0	1
"272"	"ABHD12--KIF16B"	0	1	0	0	1
"273"	"ABHD12--MEG3"	1	0	0	0	1
"274"	"ABHD12--PPP2R2A"	1	1	0	0	2
"275"	"ABHD12--RAD21"	1	0	0	0	1
"276"	"ABHD12B--KIFC1"	1	0	0	0	1
"277"	"ABHD14B--APLP1"	1	0	0	0	1
"278"	"ABHD14B--CHST5"	1	0	0	0	1
"279"	"ABHD14B--COL7A1"	1	0	0	0	1
"280"	"ABHD14B--POC1A"	2	1	0	0	3
"281"	"ABHD16A--ABCD4"	1	0	0	0	1
"282"	"ABHD17A--ABHD17A"	1	0	0	0	1
"283"	"ABHD17B--ABHD17B"	1	0	0	0	1
"284"	"ABHD17C--PTOV1"	1	0	0	0	1
"285"	"ABHD2--ABHD2"	3	0	0	0	3
"286"	"ABHD2--ACAN"	0	1	0	0	1
"287"	"ABHD2--BIRC6"	1	1	0	0	2
"288"	"ABHD2--NFX1"	1	0	0	0	1
"289"	"ABHD2--VAPA"	1	0	0	0	1
"290"	"ABHD3--ANKRD29"	0	1	0	0	1
"291"	"ABHD4--TSPYL2"	1	0	0	0	1
"292"	"ABHD6--ABHD6"	1	0	0	0	1
"293"	"ABHD6--FLNB"	1	3	0	0	4
"294"	"ABHD6--KLHL24"	1	0	0	0	1
"295"	"ABHD6--LOC100507412"	1	0	0	0	1
"296"	"ABHD8--ILKAP"	0	1	0	0	1
"297"	"ABI1--BIN2"	1	0	0	0	1
"298"	"ABI1--CLMN"	1	0	0	0	1
"299"	"ABI1--CUBN"	0	1	0	0	1
"300"	"ABI1--KMT2A"	0	0	0	1	1
"301"	"ABI1--PTP4A3"	0	2	0	0	2
"302"	"ABI1--YME1L1"	3	0	0	0	3
"303"	"ABI2--CHMP1A"	0	1	0	0	1
"304"	"ABI2--GOLGA4"	1	0	0	0	1
"305"	"ABI2--HEXIM2"	0	1	0	0	1
"306"	"ABL1--ADAMTSL2"	1	1	0	0	2
"307"	"ABL1--APBA1"	1	0	0	0	1
"308"	"ABL1--BCR"	11	3	0	0	14
"309"	"ABL1--CCBL1"	1	1	0	0	2
"310"	"ABL1--DDX27"	1	1	0	0	2
"311"	"ABL1--EXOSC2"	1	1	0	0	2
"312"	"ABL1--FUBP3"	0	2	0	0	2
"313"	"ABL1--NRXN2"	1	0	0	0	1
"314"	"ABL1--NTRK2"	1	0	0	0	1
"315"	"ABL1--NUP214"	5	0	0	0	5
"316"	"ABL1--PRDM12"	0	1	0	0	1
"317"	"ABL1--PTPRN2"	0	1	0	0	1
"318"	"ABL1--RNF220"	1	0	0	0	1
"319"	"ABL1--SLC38A10"	0	1	0	0	1
"320"	"ABL2--ABL2"	2	0	0	0	2
"321"	"ABL2--COPG1"	1	0	0	0	1
"322"	"ABL2--HLA-DRB1"	0	0	1	0	1
"323"	"ABL2--XRRA1"	0	1	0	0	1
"324"	"ABLIM1--ABLIM1"	1	0	0	0	1
"325"	"ABLIM1--AMBRA1"	1	0	0	0	1
"326"	"ABLIM1--MAPRE1"	1	0	0	0	1
"327"	"ABLIM1--PDE6B"	0	1	0	0	1
"328"	"ABLIM1--PTCD2"	1	1	0	0	2
"329"	"ABLIM1--WBP2"	1	0	0	0	1
"330"	"ABLIM2--PPP2R2C"	1	1	0	0	2
"331"	"ABLIM3--ALB"	1	0	0	0	1
"332"	"ABLIM3--CDK14"	1	0	0	0	1
"333"	"ABLIM3--TRPM8"	0	1	0	0	1
"334"	"ABP1--ABP1"	1	0	0	0	1
"335"	"ABP1--COL4A2"	1	0	0	0	1
"336"	"ABP1--KIAA1549L"	1	0	0	0	1
"337"	"abParts--abParts"	0	0	2	0	2
"338"	"abParts--abParts,Ig_kappa"	0	0	5	0	5
"339"	"abParts--CRHR1"	0	0	1	0	1
"340"	"abParts--CTBP2"	0	0	1	0	1
"341"	"abParts--Ig_kappa"	0	0	11	0	11
"342"	"abParts--IGKV"	0	0	1	0	1
"343"	"abParts--OK/SW-cl.16"	0	0	6	0	6
"344"	"abParts--SLC6A18"	0	0	2	0	2
"345"	"abParts--STK25"	0	0	1	0	1
"346"	"abParts--VPREB3"	0	0	1	0	1
"347"	"abParts,LOC96610--CLN3"	0	0	1	0	1
"348"	"ABR--ABR"	3	0	0	0	3
"349"	"ABR--BAI1"	0	1	0	0	1
"350"	"ABR--CRK"	1	1	0	0	2
"351"	"ABR--GAS7"	1	1	0	0	2
"352"	"ABR--KIAA0664"	1	1	0	0	2
"353"	"ABR--MAN2B1"	1	1	0	0	2
"354"	"ABR--PITPNA"	1	2	0	0	3
"355"	"ABR--RTN4RL1"	0	1	0	0	1
"356"	"ABR--YWHAE"	2	1	0	0	3
"357"	"ABTB2--APIP"	1	2	0	0	3
"358"	"ABTB2--ATXN3"	1	1	0	0	2
"359"	"ABTB2--CIR1"	1	0	0	0	1
"360"	"ABTB2--LINC00085"	0	0	4	0	4
"361"	"ABTB2--LMO2"	1	0	0	0	1
"362"	"ABTB2--QRICH1"	1	0	0	0	1
"363"	"ABTB2--TYR"	2	0	0	0	2
"364"	"AC003682.1--CXCL17"	1	0	0	0	1
"365"	"AC005062.2--MACC1"	0	0	1	0	1
"366"	"AC005522.1--ZP3"	0	1	0	0	1
"367"	"AC006465.3--C1GALT1"	1	0	0	0	1
"368"	"AC006465.3--MRAP"	1	0	0	0	1
"369"	"AC007091.1--CCDC129"	0	0	1	0	1
"370"	"AC008537.4--ITPKC"	1	0	0	0	1
"371"	"AC008592.3--GGCT"	0	0	1	0	1
"372"	"AC008745.1--EHD2"	2	0	0	0	2
"373"	"AC010859.1--COL14A1"	1	0	0	0	1
"374"	"AC010859.1--OC90"	1	0	0	0	1
"375"	"AC011357.1--CCT3"	1	0	0	0	1
"376"	"AC011443.1--SOX5"	1	0	0	0	1
"377"	"AC011450.1--GLIS3"	1	0	0	0	1
"378"	"AC011997.1--LRRC69"	42	0	0	0	42
"379"	"AC013461.1--RAPGEF4"	1	0	0	0	1
"380"	"AC019118.2--C5"	0	0	3	0	3
"381"	"AC020907.3--LGI4"	1	0	0	0	1
"382"	"AC020907.3--PMEL"	1	0	0	0	1
"383"	"AC022415.5--KEAP1"	1	0	0	0	1
"384"	"AC040934.1--ARHGAP23"	1	0	0	0	1
"385"	"AC068490.2--ERP44"	0	0	2	0	2
"386"	"AC090587.5--STIM1"	0	0	6	0	6
"387"	"AC091153.1--CHRNE"	1	0	0	0	1
"388"	"AC092170.1--GOLGA4"	0	0	1	0	1
"389"	"AC093799.1--LRRC23"	1	0	0	0	1
"390"	"AC103810.1--STXBP4"	1	0	0	0	1
"391"	"AC110285.1--BAIAP2"	2	0	0	0	2
"392"	"AC110491.1--ARL6"	1	0	0	0	1
"393"	"AC113189.5--MAP3K14"	0	0	1	0	1
"394"	"AC113191.1--ANK1"	0	1	0	0	1
"395"	"AC113191.1--NKAIN3"	1	0	0	0	1
"396"	"AC135352.1--GATA4"	1	0	0	0	1
"397"	"AC135352.2--GATA4"	1	0	0	0	1
"398"	"ACAA1--ACAA1"	2	0	0	0	2
"399"	"ACAA2--LOC100505989"	1	0	0	0	1
"400"	"ACAA2--MYO5B"	1	1	0	0	2
"401"	"ACAA2--SMG1"	1	0	0	0	1
"402"	"ACACA--ACCN1"	1	1	0	0	2
"403"	"ACACA--ADAM9"	0	1	0	0	1
"404"	"ACACA--C12orf26"	0	1	0	0	1
"405"	"ACACA--C17orf78"	1	0	0	0	1
"406"	"ACACA--C20orf72"	1	1	0	0	2
"407"	"ACACA--ERBB2"	2	0	0	0	2
"408"	"ACACA--GLIPR1L2"	0	1	0	0	1
"409"	"ACACA--GSDMB"	0	1	0	0	1
"410"	"ACACA--HTRA4"	0	1	0	0	1
"411"	"ACACA--IKZF3"	0	0	2	0	2
"412"	"ACACA--KRT33A"	1	0	0	0	1
"413"	"ACACA--LASP1"	1	1	0	0	2
"414"	"ACACA--MED1"	0	1	0	0	1
"415"	"ACACA--MMP28"	0	1	0	0	1
"416"	"ACACA--PRKCA"	1	0	0	0	1
"417"	"ACACA--PRKDC"	1	0	0	0	1
"418"	"ACACA--RARA"	0	1	0	0	1
"419"	"ACACA--RPL30"	0	0	1	0	1
"420"	"ACACA--SRCIN1"	1	1	0	0	2
"421"	"ACACA--SSH2"	0	1	0	0	1
"422"	"ACACA--STAC2"	1	0	0	0	1
"423"	"ACACA--TADA2A"	1	1	0	0	2
"424"	"ACACA--TANC2"	0	1	0	0	1
"425"	"ACACB--ACACB"	1	0	0	0	1
"426"	"ACACB--CTDSP1"	1	0	0	0	1
"427"	"ACACB--Mar-09"	0	1	0	0	1
"428"	"ACACB--UNG"	2	6	0	0	8
"429"	"ACAD10--ACAD10"	1	0	0	0	1
"430"	"ACAD11--ABCE1"	0	1	0	0	1
"431"	"ACAD11--CBFA2T2"	1	0	0	0	1
"432"	"ACAD8--GLB1L3"	0	0	8	0	8
"433"	"ACAD9--KIAA1257"	1	1	0	0	2
"434"	"ACADL--MAML2"	1	0	0	0	1
"435"	"ACADVL--ACADVL"	1	0	0	0	1
"436"	"ACADVL--CD74"	0	1	0	0	1
"437"	"ACADVL--DLG4"	2	0	0	0	2
"438"	"ACAN--ACAN"	1	0	0	0	1
"439"	"ACAP2--APOD"	1	1	0	0	2
"440"	"ACAP2--DLG1"	0	1	0	0	1
"441"	"ACAP2--IQCG"	1	1	0	0	2
"442"	"ACAP2--QKI"	1	0	0	0	1
"443"	"ACAP2--UBE2J2"	0	1	0	0	1
"444"	"ACAP3--CPSF3L"	2	2	0	0	4
"445"	"ACAP3--DVL1"	0	1	0	0	1
"446"	"ACAT1--VPRBP"	1	0	0	0	1
"447"	"ACAT2--ACAT2"	1	0	0	0	1
"448"	"ACBD3--BOLA2"	1	0	0	0	1
"449"	"ACBD3--PARP1"	1	0	0	0	1
"450"	"ACBD4--TNFAIP8"	1	0	0	0	1
"451"	"ACBD4--TRIM25"	0	0	1	0	1
"452"	"ACBD5--SH3BP4"	1	0	0	0	1
"453"	"ACBD6--CCDC122"	0	1	0	0	1
"454"	"ACBD6--EEF2"	0	0	1	0	1
"455"	"ACBD6--IVNS1ABP"	1	1	0	0	2
"456"	"ACBD6--PGBD2"	2	1	0	0	3
"457"	"ACBD6--RRP15"	0	0	0	2	2
"458"	"ACBD6--TCOF1"	1	0	0	0	1
"459"	"ACBD6--WDR91"	1	0	0	0	1
"460"	"ACBD6--XPR1"	1	0	0	0	1
"461"	"ACE2--CIRH1A"	1	0	0	0	1
"462"	"ACE2--GPR143"	0	1	0	0	1
"463"	"ACER1--MLL"	1	0	0	0	1
"464"	"ACER2--C8orf37"	1	1	0	0	2
"465"	"ACER2--CSH1"	1	0	0	0	1
"466"	"ACER3--ACER3"	1	0	0	0	1
"467"	"ACER3--C11orf30"	0	1	0	0	1
"468"	"ACER3--FCHSD2"	1	0	0	0	1
"469"	"ACER3--NARS2"	4	1	0	0	5
"470"	"ACER3--NRL"	1	1	0	0	2
"471"	"ACER3--PPME1"	1	1	0	0	2
"472"	"ACER3--THRSP"	1	1	0	0	2
"473"	"ACER3--UVRAG"	2	1	0	0	3
"474"	"ACIN1--ACIN1"	1	0	0	0	1
"475"	"ACIN1--CD74"	0	0	1	0	1
"476"	"ACIN1--DTWD2"	1	0	0	0	1
"477"	"ACIN1--KIAA1598"	0	1	0	0	1
"478"	"ACIN1--PTPRN2"	1	0	0	0	1
"479"	"ACIN1--RIN3"	1	0	0	0	1
"480"	"ACKR2--CHST10"	1	0	0	0	1
"481"	"ACKR2--RUNX1"	1	0	0	0	1
"482"	"ACLY--CNP"	1	0	0	0	1
"483"	"ACLY--DNAJC7"	2	2	0	0	4
"484"	"ACLY--NEUROD2"	1	1	0	0	2
"485"	"ACLY--TAF15"	0	1	0	0	1
"486"	"ACLY--WEE1"	2	1	0	0	3
"487"	"ACO1--ACO1"	2	0	0	0	2
"488"	"ACO1--NFIB"	1	0	0	0	1
"489"	"ACO1--TYRP1"	1	1	0	0	2
"490"	"ACO2--AHRR"	0	1	0	0	1
"491"	"ACO2--ARHGAP8"	0	1	0	0	1
"492"	"ACO2--C22orf25"	1	1	0	0	2
"493"	"ACO2--EZR"	1	0	0	0	1
"494"	"ACO2--FLJ43681"	1	0	0	0	1
"495"	"ACO2--PRR5"	2	1	0	0	3
"496"	"ACO2--RASGEF1C"	0	1	0	0	1
"497"	"ACO2--TEF"	1	0	0	0	1
"498"	"ACO2--ZC3H7B"	1	2	0	0	3
"499"	"ACOT1--OAS3"	1	0	0	0	1
"500"	"ACOT11--C8B"	2	1	0	0	3
"501"	"ACOT12--SSBP2"	0	1	0	0	1
"502"	"ACOT13--CLN5"	1	0	0	0	1
"503"	"ACOT2--ZNF320"	0	1	0	0	1
"504"	"ACOT7--ACOT7"	1	0	0	0	1
"505"	"ACOT7--DNAJC11"	0	1	0	0	1
"506"	"ACOT7--FUCA1"	2	1	0	0	3
"507"	"ACOT7--KLHL21"	1	1	0	0	2
"508"	"ACOT7--MIB2"	0	1	0	0	1
"509"	"ACOT7--NOL9"	0	0	1	0	1
"510"	"ACOT7--NSMCE2"	2	1	0	0	3
"511"	"ACOT7--PLEKHG5"	1	1	0	0	2
"512"	"ACOT7--RPL22"	1	0	0	0	1
