"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"Count"
"34187"	"SHROOM3--SHROOM3"	1	0	0	0	1
"34188"	"SHROOM4--AR"	0	1	0	0	1
"34189"	"SHROOM4--ARID3A"	1	1	0	0	2
"34190"	"SHROOM4--PAGE1"	1	1	0	0	2
"34191"	"SI--IFIH1"	1	0	0	0	1
"34192"	"SIAE--GATC,GATC"	0	0	3	0	3
"34193"	"SIAE--GRIK4"	0	1	0	0	1
"34194"	"SIAE--HYLS1"	0	1	0	0	1
"34195"	"SIAE--SIAE"	2	0	0	0	2
"34196"	"SIAH1--CREBBP"	1	0	0	0	1
"34197"	"SIAH1--FAM65A"	0	1	0	0	1
"34198"	"SIAH2--KIAA1430"	1	1	0	0	2
"34199"	"SIAH2--SIAH2"	1	0	0	0	1
"34200"	"SIDT1--HBS1L"	1	0	0	0	1
"34201"	"SIDT2--C9orf96"	1	0	0	0	1
"34202"	"SIDT2--SIDT2"	1	0	0	0	1
"34203"	"SIDT2--TAGLN"	0	0	21	0	21
"34204"	"SIGMAR1--PNPLA6"	1	0	0	0	1
"34205"	"SIGMAR1--VGLL3"	1	0	0	0	1
"34206"	"SIK1--HUNK"	1	1	0	0	2
"34207"	"SIK2--ATXN1"	1	0	0	0	1
"34208"	"SIK2--C11orf53"	0	1	0	0	1
"34209"	"SIK2--CARD17"	1	1	0	0	2
"34210"	"SIK2--JAK2"	1	1	0	0	2
"34211"	"SIK2--MEGF11"	1	1	0	0	2
"34212"	"SIK2--PIR"	0	1	0	0	1
"34213"	"SIK2--PIR-FIGF"	1	0	0	0	1
"34214"	"SIK2--RAB6A"	2	0	0	0	2
"34215"	"SIK2--SIK2"	1	0	0	0	1
"34216"	"SIK3--C11orf1"	1	1	0	0	2
"34217"	"SIK3--CD3D"	2	1	0	0	3
"34218"	"SIK3--CNTN5"	0	1	0	0	1
"34219"	"SIK3--CTNNBIP1"	0	1	0	0	1
"34220"	"SIK3--GBP1"	1	0	0	0	1
"34221"	"SIK3--LOC550643"	1	0	0	0	1
"34222"	"SIK3--MRPS9"	1	0	0	0	1
"34223"	"SIK3--NBPF11"	1	0	0	0	1
"34224"	"SIK3--PPP1R1B"	1	1	0	0	2
"34225"	"SIK3--SFMBT2"	2	0	0	0	2
"34226"	"SIK3--SIK3"	2	0	0	0	2
"34227"	"SIK3--SPATS2L"	1	0	0	0	1
"34228"	"SIK3--TMPRSS2"	1	0	0	0	1
"34229"	"SIK3--TRIOBP"	1	0	0	0	1
"34230"	"SIKE1--SIKE1"	2	0	0	0	2
"34231"	"SIL1--ALKBH1"	1	0	0	0	1
"34232"	"SIL1--CTNNA1"	0	1	0	0	1
"34233"	"SIL1--DNAJC18"	0	2	0	0	2
"34234"	"SIL1--NRG2"	1	0	0	0	1
"34235"	"SIL1--PAIP2"	0	1	0	0	1
"34236"	"SIL1--SLC23A1"	0	1	0	0	1
"34237"	"SIL1--SMC1B"	0	1	0	0	1
"34238"	"SIL1--STK10"	1	0	0	0	1
"34239"	"SILV--CTSB"	0	0	1	0	1
"34240"	"SILV--MME"	0	0	1	0	1
"34241"	"SILV--NDUFB2"	0	0	1	0	1
"34242"	"SILV--PYGB"	0	0	1	0	1
"34243"	"SILV--RPL18"	0	0	1	0	1
"34244"	"SIM1--ASCC3"	1	1	0	0	2
"34245"	"SIM2--GRIK1"	0	1	0	0	1
"34246"	"SIM2--KCNJ6"	1	1	0	0	2
"34247"	"SIM2--MORC3"	1	1	0	0	2
"34248"	"SIN3A--CSPG4"	0	1	0	0	1
"34249"	"SIN3A--DHODH"	1	0	0	0	1
"34250"	"SIN3A--NEO1"	1	1	0	0	2
"34251"	"SIN3A--OCA2"	0	1	0	0	1
"34252"	"SIN3A--PTPN9"	1	1	0	0	2
"34253"	"SIN3A--SEMA7A"	0	1	0	0	1
"34254"	"SIN3A--SGCZ"	1	0	0	0	1
"34255"	"SIN3A--SIN3A"	1	0	0	0	1
"34256"	"SIN3A--ZNF577"	1	0	0	0	1
"34257"	"SIN3B--C19orf57"	0	1	0	0	1
"34258"	"SIN3B--SIN3B"	2	0	0	0	2
"34259"	"SIN3B--TBC1D17"	0	1	0	0	1
"34260"	"SIN3B--ZNF285"	0	1	0	0	1
"34261"	"SIPA1--FRMD8"	0	1	0	0	1
"34262"	"SIPA1--RHOD"	0	1	0	0	1
"34263"	"SIPA1L1--E2F4"	1	0	0	0	1
"34264"	"SIPA1L1--EPB41"	1	0	0	0	1
"34265"	"SIPA1L1--NF1"	0	1	0	0	1
"34266"	"SIPA1L1--SIPA1L1"	1	0	0	0	1
"34267"	"SIPA1L2--SIPA1L2"	1	0	0	0	1
"34268"	"SIPA1L2--TRIM11"	1	1	0	0	2
"34269"	"SIPA1L2--ZNF252"	1	1	0	0	2
"34270"	"SIPA1L2--ZNF41"	1	0	0	0	1
"34271"	"SIPA1L3--COLEC10"	0	1	0	0	1
"34272"	"SIPA1L3--EIF3B"	0	1	0	0	1
"34273"	"SIPA1L3--ERC1"	0	1	0	0	1
"34274"	"SIPA1L3--ETHE1"	1	0	0	0	1
"34275"	"SIPA1L3--GPI"	0	1	0	0	1
"34276"	"SIPA1L3--LIG1"	0	1	0	0	1
"34277"	"SIPA1L3--LPAR3"	1	0	0	0	1
"34278"	"SIPA1L3--LSM14A"	1	1	0	0	2
"34279"	"SIPA1L3--PTOV1"	0	1	0	0	1
"34280"	"SIPA1L3--RAB8A"	0	1	0	0	1
"34281"	"SIPA1L3--SIPA1L3"	1	0	0	0	1
"34282"	"SIPA1L3--WDR62"	1	1	0	0	2
"34283"	"SIPA1L3--ZNF835"	1	1	0	0	2
"34284"	"SIRPA--HNRNPUL2"	1	0	0	0	1
"34285"	"SIRPA--SIRPB1"	0	0	1	0	1
"34286"	"SIRPB2--HSPA1A"	1	0	0	0	1
"34287"	"SIRPB2--NSFL1C"	0	0	4	0	4
"34288"	"SIRT1--CELF2"	1	1	0	0	2
"34289"	"SIRT1--DNAJC12"	1	1	0	0	2
"34290"	"SIRT2--TRIM63"	1	0	0	0	1
"34291"	"SIRT3--MED25"	2	0	0	0	2
"34292"	"SIRT5--PHACTR1"	0	1	0	0	1
"34293"	"SIRT6--CERS4"	2	0	0	0	2
"34294"	"SIRT6--CREB3L3"	0	1	0	0	1
"34295"	"SIRT6--SDC3"	1	0	0	0	1
"34296"	"SIRT7--CCDC57"	1	1	0	0	2
"34297"	"SIRT7--LOC100130950"	3	0	0	0	3
"34298"	"SIX1--CYB5R2"	1	0	0	0	1
"34299"	"SIX1--SIX1"	2	0	0	0	2
"34300"	"SIX2--EPB41"	1	0	0	0	1
"34301"	"SIX3--SIX3"	2	0	0	0	2
"34302"	"SKA1--NBAS"	1	0	0	0	1
"34303"	"SKA2--GNAS"	1	0	0	0	1
"34304"	"SKA2--HEATR6"	1	1	0	0	2
"34305"	"SKA2--MYO19"	1	0	0	0	1
"34306"	"SKA2--TRIM37"	1	0	0	0	1
"34307"	"SKAP1--ABCC11"	2	1	0	0	3
"34308"	"SKAP1--BCAS3"	1	0	0	0	1
"34309"	"SKAP1--CALCOCO2"	1	1	0	0	2
"34310"	"SKAP1--DNAH17"	1	1	0	0	2
"34311"	"SKAP1--HOXB3"	1	1	0	0	2
"34312"	"SKAP1--HOXB6"	0	1	0	0	1
"34313"	"SKAP1--HOXB7"	1	0	0	0	1
"34314"	"SKAP1--HOXB9"	1	1	0	0	2
"34315"	"SKAP1--HSD17B4"	1	0	0	0	1
"34316"	"SKAP1--IKZF3"	1	0	0	0	1
"34317"	"SKAP1--NQO2"	1	1	0	0	2
"34318"	"SKAP1--PSMD11"	0	1	0	0	1
"34319"	"SKAP1--TMEM100"	2	1	0	0	3
"34320"	"SKAP1--YPEL2"	2	1	0	0	3
"34321"	"SKAP2--C1GALT1"	1	0	0	0	1
"34322"	"SKAP2--INPP4B"	1	0	0	0	1
"34323"	"SKI--CA6"	1	1	0	0	2
"34324"	"SKI--CAPZB"	0	1	0	0	1
"34325"	"SKI--CLK3"	1	0	0	0	1
"34326"	"SKI--KCNT2"	1	0	0	0	1
"34327"	"SKI--LDHA"	1	0	0	0	1
"34328"	"SKI--PDF"	1	0	0	0	1
"34329"	"SKI--PRKCZ"	2	1	0	0	3
"34330"	"SKI--SKI"	1	0	0	0	1
"34331"	"SKI--SSU72"	1	1	0	0	2
"34332"	"SKIL--FNDC3B"	4	1	0	0	5
"34333"	"SKIL--GPR160"	1	0	0	0	1
"34334"	"SKIL--LEPREL1"	1	0	0	0	1
"34335"	"SKIL--PRKCI"	0	1	0	0	1
"34336"	"SKIL--TNIK"	0	1	0	0	1
"34337"	"SKINTL--DYNLRB1"	1	0	0	0	1
"34338"	"SKIV2L--ABCA8"	1	0	0	0	1
"34339"	"SKIV2L--MSH5"	1	1	0	0	2
"34340"	"SKIV2L--SKIV2L"	1	0	0	0	1
"34341"	"SKIV2L2--BASP1"	0	1	0	0	1
"34342"	"SKIV2L2--CCNO"	1	1	0	0	2
"34343"	"SKIV2L2--CETN3"	2	0	0	0	2
"34344"	"SKIV2L2--F2R"	1	1	0	0	2
"34345"	"SKIV2L2--GPBP1"	0	1	0	0	1
"34346"	"SKIV2L2--MACROD2"	0	1	0	0	1
"34347"	"SKIV2L2--PCDHGB4"	0	1	0	0	1
"34348"	"SKIV2L2--SCCPDH"	2	1	0	0	3
"34349"	"SKIV2L2--SKIV2L2"	1	0	0	0	1
"34350"	"SKIV2L2--SLC38A9"	0	0	1	0	1
"34351"	"SKIV2L2--USP28"	1	1	0	0	2
"34352"	"SKP1--AGAP1"	1	0	0	0	1
"34353"	"SKP1--DCAF8L2"	1	0	0	0	1
"34354"	"SKP1--GAPDH"	1	0	0	0	1
"34355"	"SKP1--HSPB1"	1	0	0	0	1
"34356"	"SKP1--PMPCA"	0	1	0	0	1
"34357"	"SLAIN2--RP11-36C20.1"	0	0	2	0	2
"34358"	"SLAMF1--CD1A"	3	3	0	0	6
"34359"	"SLAMF1--CD1C"	1	1	0	0	2
"34360"	"SLAMF1--FERMT2"	0	0	1	0	1
"34361"	"SLAMF1--KIF26B"	1	0	0	0	1
"34362"	"SLAMF9--ALG12"	1	0	0	0	1
"34363"	"SLBP--LETM1"	1	2	0	0	3
"34364"	"SLBP--SLBP"	1	0	0	0	1
"34365"	"SLC10A6--NUP214"	1	0	0	0	1
"34366"	"SLC10A7--EYS"	1	1	0	0	2
"34367"	"SLC10A7--FKBP15"	0	1	0	0	1
"34368"	"SLC10A7--TTC29"	1	1	0	0	2
"34369"	"SLC11A1--LOC286467"	0	0	1	0	1
"34370"	"SLC11A1--SLC11A1"	1	0	0	0	1
"34371"	"SLC11A2--CDC27"	2	0	0	0	2
"34372"	"SLC11A2--MCM3"	0	0	10	0	10
"34373"	"SLC11A2--PFKM"	1	1	0	0	2
"34374"	"SLC12A1--PSPH"	1	0	0	0	1
"34375"	"SLC12A2--AKIRIN1"	1	0	0	0	1
"34376"	"SLC12A2--ATF5"	1	0	0	0	1
"34377"	"SLC12A2--MEGF10"	0	1	0	0	1
"34378"	"SLC12A2--SLC12A2"	1	0	0	0	1
"34379"	"SLC12A2--ZC3H14"	1	0	0	0	1
"34380"	"SLC12A3--NCRNA00188"	0	0	10	0	10
"34381"	"SLC12A3--SLC12A3"	1	0	0	0	1
"34382"	"SLC12A4--AQP3"	0	0	1	0	1
"34383"	"SLC12A4--DPEP2"	0	1	0	0	1
"34384"	"SLC12A6--B4GALT5"	1	0	0	0	1
"34385"	"SLC12A6--TES"	2	0	0	0	2
"34386"	"SLC12A7--CLPTM1L"	0	1	0	0	1
"34387"	"SLC12A7--NEAT1"	1	0	0	0	1
"34388"	"SLC12A7--NUDCD3"	1	0	0	0	1
"34389"	"SLC12A7--RASGEF1C"	2	1	0	0	3
"34390"	"SLC12A7--SKIV2L2"	0	1	0	0	1
"34391"	"SLC12A7--SLC9A3"	3	0	0	0	3
"34392"	"SLC12A7--TERT"	0	4	0	0	4
"34393"	"SLC12A7--TMEM117"	1	1	0	0	2
"34394"	"SLC12A8--BCAS1"	1	1	0	0	2
"34395"	"SLC12A8--BFSP2"	3	1	0	0	4
"34396"	"SLC12A8--CALCOCO2"	1	0	0	0	1
"34397"	"SLC12A8--EZR"	1	0	0	0	1
"34398"	"SLC12A8--HTN1"	1	0	0	0	1
"34399"	"SLC12A8--SLC12A8"	1	0	0	0	1
"34400"	"SLC12A8--SLC41A3"	0	1	0	0	1
"34401"	"SLC12A8--TMEM131"	0	1	0	0	1
"34402"	"SLC12A8--ZFP36"	1	0	0	0	1
"34403"	"SLC12A9--EGFR"	1	0	0	0	1
"34404"	"SLC13A3--MPHOSPH10"	1	0	0	0	1
"34405"	"SLC13A4--WDR46"	1	0	0	0	1
"34406"	"SLC14A2--ABHD3"	2	0	0	0	2
"34407"	"SLC14A2--ANXA6"	1	0	0	0	1
"34408"	"SLC15A4--ARID1A"	1	0	0	0	1
"34409"	"SLC15A4--HERC2"	1	0	0	0	1
"34410"	"SLC15A4--TMEM132D"	0	1	0	0	1
"34411"	"SLC16A1--SENP6"	0	1	0	0	1
"34412"	"SLC16A1--SLC16A1"	1	0	0	0	1
"34413"	"SLC16A1--UGT2B10"	1	0	0	0	1
"34414"	"SLC16A10--NME7"	2	1	0	0	3
"34415"	"SLC16A12--GPC3"	0	0	1	0	1
"34416"	"SLC16A13--JOSD1"	1	0	0	0	1
"34417"	"SLC16A14--SP110"	5	1	0	0	6
"34418"	"SLC16A2--ZNF16"	1	0	0	0	1
"34419"	"SLC16A3--FTH1"	1	0	0	0	1
"34420"	"SLC16A3--MUC5B"	0	0	1	0	1
"34421"	"SLC16A3--RNF213"	1	0	0	0	1
"34422"	"SLC16A3--SLC16A3"	2	0	0	0	2
"34423"	"SLC16A5--ICT1"	1	0	0	0	1
"34424"	"SLC16A5--KCTD2"	0	1	0	0	1
"34425"	"SLC16A5--OTOP2"	1	1	0	0	2
"34426"	"SLC16A6--CA4"	0	1	0	0	1
"34427"	"SLC16A7--ACSS3"	0	1	0	0	1
"34428"	"SLC16A7--BEST3"	0	1	0	0	1
"34429"	"SLC16A7--GOLPH3"	0	1	0	0	1
"34430"	"SLC16A7--HOXC13"	0	1	0	0	1
"34431"	"SLC16A7--MSRB3"	1	0	0	0	1
"34432"	"SLC16A7--NUP107"	1	1	0	0	2
"34433"	"SLC16A7--RP11-362K2.2"	1	0	0	0	1
"34434"	"SLC16A7--SYT1"	0	1	0	0	1
"34435"	"SLC16A9--ADK"	3	0	0	0	3
"34436"	"SLC16A9--ANK3"	1	1	0	0	2
"34437"	"SLC16A9--CCDC6"	1	0	0	0	1
"34438"	"SLC17A7--FHIT"	1	0	0	0	1
"34439"	"SLC19A1--SNX4"	1	0	0	0	1
"34440"	"SLC19A2--C1orf114"	1	0	0	0	1
"34441"	"SLC19A2--EIF2S3"	1	0	0	0	1
"34442"	"SLC19A2--THAP7-AS1"	1	0	0	0	1
"34443"	"SLC19A3--KTN1"	1	0	0	0	1
"34444"	"SLC1A1--SMARCA2"	0	1	0	0	1
"34445"	"SLC1A2--AP4M1"	1	0	0	0	1
"34446"	"SLC1A2--SFTPB"	0	0	1	0	1
"34447"	"SLC1A2--SLC1A2"	2	0	0	0	2
"34448"	"SLC1A3--C20orf196"	2	1	0	0	3
"34449"	"SLC1A3--CDH12"	0	1	0	0	1
"34450"	"SLC1A3--DCLRE1A"	1	0	0	0	1
"34451"	"SLC1A3--IFITM1"	1	0	0	0	1
"34452"	"SLC1A3--MAPKAP1"	0	1	0	0	1
"34453"	"SLC1A3--METTL15"	1	0	0	0	1
"34454"	"SLC1A3--RABEP1"	1	1	0	0	2
"34455"	"SLC1A3--RHBDD3"	1	0	0	0	1
"34456"	"SLC1A3--SLC1A3"	2	0	0	0	2
"34457"	"SLC1A3--TIMP2"	1	0	0	0	1
"34458"	"SLC1A5--AFF2"	0	0	1	0	1
"34459"	"SLC1A5--AP2A1"	0	2	0	0	2
"34460"	"SLC1A5--CNTN4"	1	0	0	0	1
"34461"	"SLC1A5--LAMA5"	0	0	1	0	1
"34462"	"SLC1A5--LEPREL1"	1	0	0	0	1
"34463"	"SLC1A5--SLC1A5"	1	0	0	0	1
"34464"	"SLC1A5--STAT6"	0	1	0	0	1
"34465"	"SLC1A5--UBTF"	0	1	0	0	1
"34466"	"SLC1A6--AKAP8L"	0	1	0	0	1
"34467"	"SLC20A1--ARRDC5"	0	1	0	0	1
"34468"	"SLC20A1--FN1"	1	0	0	0	1
"34469"	"SLC20A1--TOMM20"	1	0	0	0	1
"34470"	"SLC20A2--AC130352.1"	1	0	0	0	1
"34471"	"SLC20A2--ADORA3"	0	1	0	0	1
"34472"	"SLC20A2--ANKH"	1	1	0	0	2
"34473"	"SLC20A2--CYB5A"	2	0	0	0	2
"34474"	"SLC20A2--DOCK8"	1	0	0	0	1
"34475"	"SLC20A2--FBXW7"	1	1	0	0	2
"34476"	"SLC20A2--HIP1"	1	1	0	0	2
"34477"	"SLC20A2--SLC20A2"	2	0	0	0	2
"34478"	"SLC20A2--TUSC3"	1	0	0	0	1
"34479"	"SLC20A2--VDAC3"	2	0	0	0	2
"34480"	"SLC20A2--ZMAT4"	1	1	0	0	2
"34481"	"SLC20A2--ZNHIT6"	1	0	0	0	1
"34482"	"SLC22A1--CUTA"	0	0	0	2	2
"34483"	"SLC22A15--ANO1"	1	1	0	0	2
"34484"	"SLC22A15--COL1A1"	0	0	1	0	1
"34485"	"SLC22A18--PPP5C"	0	0	2	0	2
"34486"	"SLC22A23--C6orf145"	0	2	0	0	2
"34487"	"SLC22A23--CAMTA1"	1	1	0	0	2
"34488"	"SLC22A23--ECHDC1"	1	0	0	0	1
"34489"	"SLC22A23--FOXRED2"	0	0	1	0	1
"34490"	"SLC22A23--GRIP1"	1	0	0	0	1
"34491"	"SLC22A23--LRRC49"	0	1	0	0	1
"34492"	"SLC22A23--NAALADL2"	1	0	0	0	1
"34493"	"SLC22A23--NRSN1"	1	1	0	0	2
"34494"	"SLC22A23--SLC22A23"	1	0	0	0	1
"34495"	"SLC22A23--TNFRSF21"	1	1	0	0	2
"34496"	"SLC22A23--TRAF3"	2	1	0	0	3
"34497"	"SLC22A25--PACS1"	2	1	0	0	3
"34498"	"SLC22A3--CYP20A1"	0	1	0	0	1
"34499"	"SLC22A4--PDLIM4"	0	1	0	0	1
"34500"	"SLC22A5--SLC22A4"	2	0	0	0	2
"34501"	"SLC23A2--CDS2"	0	1	0	0	1
"34502"	"SLC23A2--NDUFS2"	1	0	0	0	1
"34503"	"SLC23A2--PHKB"	1	1	0	0	2
"34504"	"SLC23A2--SLC23A2"	1	0	0	0	1
"34505"	"SLC23A2--TMX4"	0	1	0	0	1
"34506"	"SLC24A2--SPIDR"	1	0	0	0	1
"34507"	"SLC24A3--DDAH1"	1	0	0	0	1
"34508"	"SLC24A3--MACROD2"	0	1	0	0	1
"34509"	"SLC24A3--PLCB4"	1	1	0	0	2
"34510"	"SLC24A5--SLC24A5"	1	0	0	0	1
"34511"	"SLC25A1--FMNL3"	1	0	0	0	1
"34512"	"SLC25A1--HSPA13"	1	0	0	0	1
"34513"	"SLC25A1--JUN"	3	0	0	0	3
"34514"	"SLC25A1--SLC25A1"	1	0	0	0	1
"34515"	"SLC25A10--HGS"	1	0	0	0	1
"34516"	"SLC25A10--USP32"	1	0	0	0	1
"34517"	"SLC25A11--KLHL3"	1	0	0	0	1
"34518"	"SLC25A11--UTRN"	0	0	2	0	2
"34519"	"SLC25A12--RAPGEF4"	2	0	0	0	2
"34520"	"SLC25A12--SLC25A12"	1	0	0	0	1
"34521"	"SLC25A13--C7orf55"	0	1	0	0	1
"34522"	"SLC25A13--CCZ1"	1	0	0	0	1
"34523"	"SLC25A13--CD2AP"	0	1	0	0	1
"34524"	"SLC25A13--GTPBP10"	0	1	0	0	1
"34525"	"SLC25A13--LUC7L2"	0	1	0	0	1
"34526"	"SLC25A13--MAGI2"	0	1	0	0	1
"34527"	"SLC25A13--MGC72080"	1	0	0	0	1
"34528"	"SLC25A13--SH2D3C"	0	1	0	0	1
"34529"	"SLC25A13--SLC25A13"	1	0	0	0	1
"34530"	"SLC25A13--STK31"	1	1	0	0	2
"34531"	"SLC25A14--BCORL1"	0	1	0	0	1
"34532"	"SLC25A15--C11orf82"	1	0	0	0	1
"34533"	"SLC25A15--COL1A1"	1	0	0	0	1
"34534"	"SLC25A15--LASS4"	0	0	1	0	1
"34535"	"SLC25A16--DNA2"	0	0	1	0	1
"34536"	"SLC25A16--DRGX"	0	1	0	0	1
"34537"	"SLC25A16--LINC00849"	0	0	1	0	1
"34538"	"SLC25A16--NDUFA9"	0	1	0	0	1
"34539"	"SLC25A17--EPN3"	1	1	0	0	2
"34540"	"SLC25A17--RBFOX2"	1	0	0	0	1
"34541"	"SLC25A17--ST13"	1	0	0	0	1
"34542"	"SLC25A20--SLC26A6"	1	0	0	0	1
"34543"	"SLC25A21--FAM81B"	0	0	3	0	3
"34544"	"SLC25A21--MIPOL1"	1	2	0	0	3
"34545"	"SLC25A21--TTC6"	1	0	0	0	1
"34546"	"SLC25A24--DHRS12"	2	1	0	0	3
"34547"	"SLC25A24--NYAP2"	1	0	0	0	1
"34548"	"SLC25A24--SFTPB"	0	0	1	0	1
"34549"	"SLC25A25--ADAMTSL3"	0	1	0	0	1
"34550"	"SLC25A25--CIZ1"	1	1	0	0	2
"34551"	"SLC25A25--LYPLAL1"	1	0	0	0	1
"34552"	"SLC25A25--SPINK5"	1	0	0	0	1
"34553"	"SLC25A25--TCEB3"	0	1	0	0	1
"34554"	"SLC25A26--ARIH2"	1	0	0	0	1
"34555"	"SLC25A26--BGN"	1	0	0	0	1
"34556"	"SLC25A26--FAM19A1"	1	1	0	0	2
"34557"	"SLC25A26--IMMT"	1	0	0	0	1
"34558"	"SLC25A26--NAA25"	1	0	0	0	1
"34559"	"SLC25A26--RNF220"	1	0	0	0	1
"34560"	"SLC25A28--BRWD1"	1	0	0	0	1
"34561"	"SLC25A29--WARS"	2	0	0	0	2
"34562"	"SLC25A3--CDC42BPB"	1	0	0	0	1
"34563"	"SLC25A3--DDX27"	1	1	0	0	2
"34564"	"SLC25A3--FAM111A"	1	0	0	0	1
"34565"	"SLC25A3--LAMB1"	1	0	0	0	1
"34566"	"SLC25A3--LBR"	1	0	0	0	1
"34567"	"SLC25A3--SIAE"	1	1	0	0	2
"34568"	"SLC25A3--SLC12A7"	1	0	0	0	1
"34569"	"SLC25A3--SLC25A3"	2	0	0	0	2
"34570"	"SLC25A3--TSNAX"	1	0	0	0	1
"34571"	"SLC25A3--UBE2QL1"	1	0	0	0	1
"34572"	"SLC25A3--YWHAB"	0	0	1	0	1
"34573"	"SLC25A30--CCDC107"	0	1	0	0	1
"34574"	"SLC25A32--C8orf56"	1	0	0	0	1
"34575"	"SLC25A32--LIG1"	1	0	0	0	1
"34576"	"SLC25A32--SMYD3"	0	2	0	0	2
"34577"	"SLC25A34--ARIH2"	0	0	1	0	1
"34578"	"SLC25A35--CHD3"	1	0	0	0	1
"34579"	"SLC25A35--JA040725"	0	0	1	0	1
"34580"	"SLC25A36--CLSTN2"	0	1	0	0	1
"34581"	"SLC25A36--PEX5L"	2	1	0	0	3
"34582"	"SLC25A36--SLC25A36"	2	0	0	0	2
"34583"	"SLC25A37--ELF1"	1	0	0	0	1
"34584"	"SLC25A37--MLF2"	1	0	0	0	1
"34585"	"SLC25A38--HPRT1"	1	0	0	0	1
"34586"	"SLC25A39--C17orf57"	0	1	0	0	1
"34587"	"SLC25A39--HOXC6"	1	0	0	0	1
"34588"	"SLC25A39--MRPL55"	1	0	0	0	1
"34589"	"SLC25A4--POGZ"	1	0	0	0	1
"34590"	"SLC25A4--SORBS2"	1	0	0	0	1
"34591"	"SLC25A40--ADAM22"	0	1	0	0	1
"34592"	"SLC25A42--SMARCA4"	0	1	0	0	1
"34593"	"SLC25A43--SLC25A43"	3	0	0	0	3
"34594"	"SLC25A44--IGF2R"	1	0	0	0	1
"34595"	"SLC25A44--LMNA"	1	0	0	0	1
"34596"	"SLC25A44--PALM2-AKAP2"	0	1	0	0	1
"34597"	"SLC25A44--PRKACB"	1	0	0	0	1
"34598"	"SLC25A44--RAB33A"	0	1	0	0	1
"34599"	"SLC25A44--RIPK2"	1	0	0	0	1
"34600"	"SLC25A44--SEMA4A"	0	2	0	0	2
"34601"	"SLC25A44--SLC20A2"	1	0	0	0	1
"34602"	"SLC25A45--A2M"	0	0	1	0	1
"34603"	"SLC25A45--CAMTA1"	1	0	0	0	1
"34604"	"SLC25A45--SLC3A2"	1	0	0	0	1
"34605"	"SLC25A51--KCNJ6"	1	0	0	0	1
"34606"	"SLC25A53--SLC25A53"	1	0	0	0	1
"34607"	"SLC25A6--H2AFZ"	0	0	1	0	1
"34608"	"SLC26A11--OAF"	1	1	0	0	2
"34609"	"SLC26A11--RNF213"	0	0	1	0	1
"34610"	"SLC26A11--RPS5"	0	0	1	0	1
"34611"	"SLC26A6--CYP2C8"	0	1	0	0	1
"34612"	"SLC26A6--PRKAR2A"	0	0	0	2	2
"34613"	"SLC26A7--TDRD3"	1	0	0	0	1
"34614"	"SLC27A1--KIAA0391"	0	1	0	0	1
"34615"	"SLC27A1--SUV420H2"	0	1	0	0	1
"34616"	"SLC27A3--SLC27A3"	1	0	0	0	1
"34617"	"SLC27A4--CDCA4"	1	0	0	0	1
"34618"	"SLC27A5--ESRRG"	1	0	0	0	1
"34619"	"SLC28A1--UBE2D2"	1	0	0	0	1
"34620"	"SLC28A3--SLC28A3"	1	0	0	0	1
"34621"	"SLC29A1--DSP"	0	1	0	0	1
"34622"	"SLC29A1--HSP90AB1"	0	0	3	0	3
"34623"	"SLC29A2--PCBP2"	1	0	0	0	1
"34624"	"SLC29A2--RAB6A"	1	1	0	0	2
"34625"	"SLC29A3--ATF7"	1	0	0	0	1
"34626"	"SLC29A4--ACTB"	1	0	0	0	1
"34627"	"SLC29A4--CFL1"	1	0	0	0	1
"34628"	"SLC2A1--ATN1"	1	0	0	0	1
"34629"	"SLC2A1--GRHL3"	1	0	0	0	1
"34630"	"SLC2A10--ACSS2"	0	1	0	0	1
"34631"	"SLC2A10--MGAT1"	1	0	0	0	1
"34632"	"SLC2A10--MSI2"	1	0	0	0	1
"34633"	"SLC2A11--ATN1"	1	0	0	0	1
"34634"	"SLC2A12--SAMD3"	1	0	0	0	1
"34635"	"SLC2A12--SGK1"	1	2	0	0	3
"34636"	"SLC2A12--ZNF236"	1	0	0	0	1
"34637"	"SLC2A13--ARHGDIB"	0	1	0	0	1
"34638"	"SLC2A13--FAM186A"	0	1	0	0	1
"34639"	"SLC2A13--HSD17B6"	0	1	0	0	1
"34640"	"SLC2A13--PRKAG2"	1	0	0	0	1
"34641"	"SLC2A13--RAB3IP"	1	1	0	0	2
"34642"	"SLC2A13--RP11-478C19.2"	1	0	0	0	1
"34643"	"SLC2A13--TERT"	1	1	0	0	2
"34644"	"SLC2A13--ZNF329"	1	0	0	0	1
"34645"	"SLC2A14--SLC2A3"	0	0	2	0	2
"34646"	"SLC2A4RG--MOK"	1	0	0	0	1
"34647"	"SLC2A6--WDR90"	1	0	0	0	1
"34648"	"SLC2A8--GARNL3"	2	2	0	0	4
"34649"	"SLC2A9--RAD51"	1	1	0	0	2
"34650"	"SLC30A10--MEX3A"	0	1	0	0	1
"34651"	"SLC30A10--ZC3H11B"	0	0	1	0	1
"34652"	"SLC30A3--PPM1G"	0	0	4	0	4
"34653"	"SLC30A4--AMACR"	1	0	0	0	1
"34654"	"SLC30A4--ETV1"	1	0	0	0	1
"34655"	"SLC30A4--ING5"	0	0	2	0	2
"34656"	"SLC30A4--PDE2A"	0	1	0	0	1
"34657"	"SLC30A4--RP11-744N12.3"	1	0	0	0	1
