"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"ACOT9--APOO"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"27"
"ACOX1--PRKAG2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX1--SRP68"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"6"
"ACOX3--ACOX3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX3--C1orf106"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX3--DLGAP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOXL--UNC5D"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACP2--KIRREL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP2--MRVI1-AS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP5--GTF2F1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACP5--PSAP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP6--BCL9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP6--PRIM2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--ATP2C1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACPP--AXL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--CASC11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--GK5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--MYC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--PAFAH1B1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--SAFB2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACPP--SKIL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--TMPRSS2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACPP--ZNF462"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACR1--GPKOW"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACRBP--MLXIP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG1--ABCG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG2--IGFBP5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG2--SLC14A2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--ANAPC16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--CYFIP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--SPAG9"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSF3--MYH7B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSL1--CAPZB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--ACSL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--LINC00592"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--MKI67IP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--PHGDH"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSL3--SGPP2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSL4--ACSL4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL4--AMMECR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL4--ARRDC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL6--ACSL6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSM1--DNAH3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSM2A--ACSM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSM2B--CYP3A4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--PHACTR3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--SPTLC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--ZNF131"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS2--AMBRA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS2--GSS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSS3--CYP39A1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSS3--KRT77"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS3--STAU2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTA1--GAS7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTA1--H19"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTA1--SYVN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ACO2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ACTB"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"
"ACTB--ACTG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--AGAP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--BSG"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTB--CBX5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--FMN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--HERPUD2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--HIPK2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ISY1-RAB43"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--LOC100507412"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTB--OSBPL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--RPS16"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTB--SUPV3L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--THBS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTC1--ACTA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--ACTG1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"ACTG1--CD74"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--COL5A1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--DGCR6L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MEIS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MEPCE"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MROH7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MYB"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTG1--PIGR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--PLEKHA5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG1--RPS5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--SLC25A44"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--TADA2B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--TMSB10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--ACTA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--ACTG2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG2--ALK"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG2--ERCC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--REG3G"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--ACTL6A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--ALG3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTL6A--MRPL47"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--XPC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL8--ACOX1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN1--ACTN1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTN1--CNOT10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--FLOT2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--KDM6B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--SCGN"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN1--SERPINE1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN2--ACTN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN2--CHRM3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--ACTN1"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"26"
"ACTN4--ACTN4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--CAPN12"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"41"
"ACTN4--CAPZB"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--DAB2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DAZAP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DLGAP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DSG2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--EIF3K"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"5"
"ACTN4--ETV5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--FTO"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTN4--MALAT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MAP4K1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MGST2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--MLL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MYO15A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MZB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--RPS16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--SERPING1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--TIMM50"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--U2AF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--URM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--YIF1B"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTR1A--ACTR1A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1A--OBFC1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR1A--SLC2A1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--FAM53C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--HLA-B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--RDX"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--ADAMTS2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--EIF4A2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--TSGA10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR3--ABT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--ALB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--KDM3A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--RPS6KA3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--XIST"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3B--JMJD1C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3B--PARK7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3C--AUH"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3C--SFTPB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR5--FBXO18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR5--RPRD1B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR6--ACTR6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR8--NDUFC2-KCTD14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR1--CCDC148"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACVR1--NFATC1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACVR1--SGCD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR1C--MESDC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR2A--AKT3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVR2A--CASP8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVR2A--SUMO1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVRL1--ACVRL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVRL1--SH3D19"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACY1--MC1R"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACYP2--ACYP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AD000671.1--CEACAM16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--ANKRD11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--FIZ1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM10--PLAC9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM10--RER1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--ZNF770"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM12--ACIN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--ADAM12"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM12--CLIP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--FLNA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--GPRC5C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--NUMA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PACSIN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PAPPA2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PARP14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PPP2R1A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--RTN4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--ST6GALNAC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM15--DCST1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAM17--SEC31A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM17--YWHAQ"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM18--LSM1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAM18--PPAPDC1B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM19--HPD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM19--NAT10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM2--MAVS"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM2--MTMR2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM23--ADAM23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM23--CERKL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM23--PPAP2A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM28--ADAM28"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM29--PEG10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM32--ZNF251"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM8--ADAM8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--ADAM9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--ATP6V1H"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--CLYBL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--LOC100130964"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--PROSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--RNF170"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ADAM9--TACC1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMDEC1--ADAMDEC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS1--ADAMTS1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS1--C1S"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS10--MLLT1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAMTS12--AKAP13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS12--C1QTNF3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS12--ZFR"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS13--LHX2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS15--FAM65C"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAMTS16--ETV6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS17--CERS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--LRRC28"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--PCDHA8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS17--RTKN2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS19--SLC27A6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS2--RPL11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS3--N4BP2L2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS4--ADAMTS4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS4--F2R"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS4--PDE6D"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS5--CYYR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS5--GTF3C3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS9--CHL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS9--SYNPR"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS9--ULK4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTSL2--MAPKAP1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTSL4--ADAMTSL4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTSL4--MAT2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTSL4--RPL36"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--ATN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--C7orf50"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--C8orf38"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAP1--NOLC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP1--SUN1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAP2--ADAP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAP2--GSTZ1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAR--ADAR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAR--GPATCH4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAR--PLS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAR--UBE2J2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADARB1--ADARB1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADARB1--NFKBIZ"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADARB2--PTPN7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAT2--COBLL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADC--PHIP"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCK2--DPP6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCK3--EPHX1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCK4--AKAP8"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADCK5--SPIRE1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY1--ADCY1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY1--EYA4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY1--JUN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY1--KDM3A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--CNP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--DZIP1L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--ITCH"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--KCTD15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--LARP1B"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY2--MYL12A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--NOL6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--RBM39"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--RNF19B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--RPAP2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY2--SH3BGRL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--SPACA3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--TNKS2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--TPRG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--WBSCR16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY2--ZFP36L2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY5--ADCY5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY5--GLIS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY5--PTPLB"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY8--DNAJC14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--BGN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--CTDSPL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--GLYR1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY9--PRKCB"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY9--PRSS27"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCY9--SRL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADCY9--TEAD4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADCY9--TFAP4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCYAP1R1--ADCYAP1R1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCYAP1R1--AQP1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"5"
"ADCYAP1R1--DFNA5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADCYAP1R1--MACF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--ADD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--ADK"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADD1--ATP2B4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADD1--CAST"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--FAM193A"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"5"
"ADD1--GRK4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--NEAT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--RRM2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD1--SH3BP2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ADD1--SLC24A2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD3--MYT1L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD3--OGT"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD3--SYNPO2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADD3--XPNPEP1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADGB--SCPEP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
